GradeLevel,Page_Grp,ProfLevel,profLabel,Listening_Arguments,Listening_Explanations,Listening_Recounts,Oral Language_Discuss,Reading_Arguments,Reading_Explanations,Reading_Recounts,Speaking_Argue,Speaking_Explain,Speaking_Recount,Writing_Argue,Writing_Explain,Writing_Recounts
4,1,1,Entering,<startL> - Matching illustrations with oral points of view }  - Identifying language related to facts or opinions from oral presentations } <endL>,<startL> - Sequencing oral procedures or cycles with images }  - Distinguishing key words and phrases related to phenomena } <endL>,<startL> - Matching oral words and phrases to content-related pictures or objects }  - Identifying the topic in oral statements } <endL>,"<startL> - Expressing own ideas in a variety of ways <i>(e.g., drawing, using gestures, graphing)</i> }  - Tracking the person speaking }  - Sharing own work <i>(e.g., graphic organizers, drawings)</i> to contribute to the conversation } <endL>",,,,<startL> - Stating reasons for choices using words or phrases }  - Answering yes/no or choice questions across content or personal preferences } <endL>,"<startL> - Naming components of phenomena using illustrations, photographs, or diagrams }  - Demonstrating procedures using realia } <endL>",<startL> - Stating key words and phrases associated with the content using visual or graphic support }  - Communicating personal experiences orally } <endL>,,,
4,1,2,Emerging,<startL> - Sorting evidence and claims from oral descriptions }  - Distinguishing words and phrases related to opinions or facts from oral statements } <endL>,<startL> - Organizing routine causal or sequential relationships described orally }  - Following oral directions to show recurring steps in cycles or problem-solving } <endL>,"<startL> - Classifying time-related language in oral statements <i>(e.g., present, past, future)</i> }  - Connecting the context of narratives <i>(e.g., the who, what, when, & where)</i> to illustrations } <endL>","<startL> - Taking turns and applying conventions specific to particular conversations }  - Addressing others according to relationship <i>(e.g., student-peers, student-teacher)</i> } <endL>",,,,<startL> - Stating opinions based on experiences }  - Responding to opinion statements of others with personal preferences } <endL>,"<startL> - Giving reasons why or how something works using diagrams, charts or images }  - Stating key words or phrases in processes in a sequential order } <endL>",<startL> - Retelling short stories or content-related events }  - Stating procedural steps across content areas } <endL>,,,
4,1,3,Developing,"<startL> - Identifying different perspectives, stances, or points of view }  - Recognizing reasons for positions in oral presentations } <endL>",<startL> - Interpreting cause and effect relationships in conversations }  - Recognizing relationships in a series of oral statements } <endL>,"<startL> - Identifying the beginning, middle and end in oral retelling of a text }  - Following tasks and directions retold by peers } <endL>",<startL> - Asking clarifying questions to demonstrate engagement }  - Using examples to clarify statements }  - Answering questions to contribute to a topic } <endL>,,,,<startL> - Expressing opinions using content-area specific language }  - Presenting content-based facts that support a position } <endL>,<startL> - Stating clear sequential procedures to peers }  - Comparing data or information } <endL>,<startL> - Presenting detailed content-related information that has been rehearse }  - Stating main ideas in classroom conversations on social and academic topics } <endL>,,,
4,1,4,Expanding,<startL> - Identifying evidence that supports predictions or hypotheses }  - Differentiating between multiple points of view in class discussions } <endL>,"<startL> - Identifying precise details, descriptions, or comparisons that support conversation }  - Following oral information on how or why phenomena occur } <endL>","<startL> - Sequencing events or steps based on oral reading of informational text }  - Recognizing the language of related genres <i>(e.g., news reports, historical accounts)</i> } <endL>",<startL> - Elaborating on statements of others to extend ideas }  - Presenting creative solutions to resolve communication issues }  - Contributing ideas to co-create group responses } <endL>,,,,<startL> - Stating relevant evidence for claims }  - Responding to opinion statements of others with reasons or evidence } <endL>,"<startL> - Connecting the sequential, cyclical, or causal relationships of content-related issues and concepts }  - Presenting detailed information in small groups } <endL>",<startL> - Giving content-related oral reports }  - Sequencing steps to solve a problem } <endL>,,,
4,1,5,Bridging,<startL> - Distinguishing certainty from uncertainty of spoken words or phrases in context }  - Identifying the degree of formality in oral presentations } <endL>,"<startL> - Recognizing language used to enhance the specificity of phenomena in class discussions }  - Identifying components of systems <i>(e.g., ecosystems, branches of government)</i> in small group interactions } <endL>","<startL> - Identifying related information from multiple sources presented orally }  - Recognizing the key historical, scientific or technical language used in a mini-lecture } <endL>",<startL> - Recognizing how language can be used to express bias and influence others }  - Challenging ideas respectfully }  - Managing conversations to stay focused on a topic } <endL>,,,,<startL> - Supporting claims with evidence from various sources }  - Using claims and evidence to persuade an audience } <endL>,"<startL> - Elaborating by adding precision and details to content-related sequence or causal phenomena }  - Describing relationships of components within systems <i>(e.g., ecosystems, government)</i> } <endL>",<startL> - Conveying personal and content-related experiences in a team }  - Using technical and specific vocabulary when sharing content information } <endL>,,,
4,1,6,Reaching,<startL> - Recognizing the strength of the quality of evidence presented in oral discourse }  - Identifying the purpose of arguments } <endL>,<startL> - Interpreting the specific language used to enhance descriptions of phenomena }  - Attending to the language related to events or phenomena in peer presentations } <endL>,"<startL> - Identifying the overall structure <i>(e.g., chronology)</i> of events, ideas, concepts, or information in oral presentations }  - Differentiating similarities and differences of information presented through multimedia and written text } <endL>",<startL> - Examining the value of examples to bring clarity to statements }  - Extend conversations by developing topics with clear examples and information } <endL>,,,,<startL> - Countering with a different point of view }  - Stating conclusions based on a summary of information from the various sides } <endL>,<startL> - Analyzing how variables contribute to events or outcomes }  - Maintaining a formal register } <endL>,<startL> - Summarizing discussions on content-related topics }  - Expanding on topics with descriptive details using varied vocabulary } <endL>,,,
4,2,1,Entering,,,,,<startL> - Identifying key words and phrases of claims }  - Identifying a claim or an opinion in multimedia with a partner } <endL>,<startL> - Matching illustrated words/ phrases to causal or sequential language }  - Sequencing sentences strips to show content-area processes from illustrated texts } <endL>,<startL> - Identifying words in context during oral reading of illustrated text on familiar topics or experiences }  - Highlighting previewed or familiar phrases } <endL>,,,,<startL> - Selecting words and phrases to represent points of view using facts from illustrated text or posters }  - Using key words or phrases related to the topic } <endL>,"<startL> - Producing short-answer responses to questions using word/ phrase banks }  - Labeling charts and graphs to describe phenomena <i>(e.g., organisms in ecosystems)</i> } <endL>",<startL> - Communicating personal experiences through drawings and words }  - Reproducing a series of events through illustrated text } <endL>
4,2,2,Emerging,,,,,<startL> - Identifying language indicative of points of view }  - Organizing evidence based on sequential language in texts }  - Differentiating between claims and evidence } <endL>,"<startL> - Identifying different types of connectors <i>(e.g., first, next, because, so)</i> }  - Identifying key words and phrases that describe the topic or phenomena } <endL>",<startL> - Classifying time-related language in text as present or past }  - Identifying the 'who } <endL>,,,,<startL> - Stating reasons for particular points of view }  - Listing pros and cons of issues } <endL>,"<startL> - Using key terms related to phenomena }  - Ordering linear and cyclical sequences of phenomena <i>(e.g., the steps of how a volcano erupts)</i> } <endL>",<startL> - Listing procedural steps across content areas }  - Listing positive and negative effects of events in informational or narrative text } <endL>
4,2,3,Developing,,,,,"<startL> - Identifying evidence from multiple places within text }  - Identifying different perspectives, stances, or points of view } <endL>","<startL> - Matching causes with effects }  - Identifying words or phrases to determine the type of explanation <i>(e.g., linear sequence, cycle, system)</i> } <endL>",<startL> - Sequencing events in stories or content-related processes }  - Identifying main ideas in narrative and informational text } <endL>,,,,<startL> - Connecting reasons to opinions supported by facts and details }  - Making adjustments for audience and context } <endL>,"<startL> - Connecting related ideas or concepts using linking words and phrases }  - Answering 'how' or 'why questions <i>(e.g., 'How does the water cycle work?' 'Why are there three branches of government?')</i> } <endL>",<startL> - Using key words and phrases reflective of main ideas }  - Conveying details using concrete words and phrases } <endL>
4,2,4,Expanding,,,,,<startL> - Hypothesizing or predicting based on evidence }  - Comparing multiple points of view on a topic } <endL>,<startL> - Identifying the different words or phrases that are used to describe the same topic or phenomena }  - Organizing information on how or why phenomena occur } <endL>,<startL> - Connecting details to main ideas or themes }  - Identifying conclusions in multi-paragraph text } <endL>,,,,<startL> - Comparing and contrasting evidence for claims }  - Providing reasons and evidence which support particular points } <endL>,"<startL> - Presenting information on processes or phenomena from a variety of sources }  - Elaborating topics with facts, definitions, concrete details, or quotations and examples } <endL>","<startL> - Relating a sequence of events using a variety of transitional words, phrases, and clauses }  - Synthesizing information across related texts <i>(e.g., author study)</i> } <endL>"
4,2,5,Bridging,,,,,<startL> - Connecting personal experience with textual evidence to strengthen an interpretation of the text }  - Evaluating the strength of evidence as support for claims } <endL>,"<startL> - Identifying how text provides clear details of the topic or phenomena }  - Identifying components of systems <i>(e.g., ecosystems, government)</i> } <endL>","<startL> - Becoming familiar with the language of related genres <i>(e.g., news reports, historical accounts)</i> }  - Summarizing information from multiple related sources } <endL>",,,,"<startL> - Evaluating positive and negative implications associated with various positions <i>(e.g., historical events, scientific discoveries)</i> }  - Including evidence from multiple sources } <endL>",<startL> - Describing how factors contribute to events or outcomes }  - Describing how systems relate or interact } <endL>,<startL> - Producing content-related reports }  - Creating narratives that connect personal experiences and content } <endL>
4,2,6,Reaching,,,,,<startL> - Evaluating claims and evidence by drawing from multiple print sources }  - Differentiating from the strength of different pieces of evidence as support for claims } <endL>,<startL> - Identifying how text presents information in a factual or neutral manner }  - Evaluating the specific language used to enhance descriptions of phenomena } <endL>,"<startL> - Identifying the overall structure <i>(e.g., chronology)</i> of events, ideas, concepts, or information in text }  - Highlighting events or procedures that happened in historical, scientific, or technical text } <endL>",,,,<startL> - Organizing ideas and information logically and coherently }  - Integrating information from multiple sources to provide evidence for claims } <endL>,<startL> - Presenting information on processes or phenomena supported by facts and details in essays and reports }  - Selecting the appropriate organizational structure for the particular purpose } <endL>,<startL> - Summarizing content-related information }  - Using narrative themes to extend the storyline } <endL>
5,1,1,Entering,<startL> - Matching illustrations with oral points of view }  - Identifying language related to facts or opinions from oral presentations } <endL>,<startL> - Sequencing oral procedures or cycles with images }  - Distinguishing key words and phrases related to phenomena } <endL>,<startL> - Matching oral words and phrases to content-related pictures or objects }  - Identifying the topic in oral statements } <endL>,"<startL> - Expressing own ideas in a variety of ways <i>(e.g., drawing, using gestures, graphing)</i> }  - Tracking the person speaking }  - Sharing own work <i>(e.g., graphic organizers, drawings)</i> to contribute to the conversation } <endL>",,,,<startL> - Stating reasons for choices using words or phrases }  - Answering yes/no or choice questions across content or personal preferences } <endL>,"<startL> - Naming components of phenomena using illustrations, photographs, or diagrams }  - Demonstrating procedures using realia } <endL>",<startL> - Stating key words and phrases associated with the content using visual or graphic support }  - Communicating personal experiences orally } <endL>,,,
5,1,2,Emerging,<startL> - Sorting evidence and claims from oral descriptions }  - Distinguishing words and phrases related to opinions or facts from oral statements } <endL>,<startL> - Organizing routine causal or sequential relationships described orally }  - Following oral directions to show recurring steps in cycles or problem-solving } <endL>,"<startL> - Classifying time-related language in oral statements <i>(e.g., present, past, future)</i> }  - Connecting the context of narratives <i>(e.g., the who, what, when, & where)</i> to illustrations } <endL>","<startL> - Taking turns and applying conventions specific to particular conversations }  - Addressing others according to relationship <i>(e.g., student-peers, student-teacher)</i> } <endL>",,,,<startL> - Stating opinions based on experiences }  - Responding to opinion statements of others with personal preferences } <endL>,"<startL> - Giving reasons why or how something works using diagrams, charts or images }  - Stating key words or phrases in processes in a sequential order } <endL>",<startL> - Retelling short stories or content-related events }  - Stating procedural steps across content areas } <endL>,,,
5,1,3,Developing,"<startL> - Identifying different perspectives, stances, or points of view }  - Recognizing reasons for positions in oral presentations } <endL>",<startL> - Interpreting cause and effect relationships in conversations }  - Recognizing relationships in a series of oral statements } <endL>,"<startL> - Identifying the beginning, middle and end in oral retelling of a text }  - Following tasks and directions retold by peers } <endL>",<startL> - Asking clarifying questions to demonstrate engagement }  - Using examples to clarify statements }  - Answering questions to contribute to a topic } <endL>,,,,<startL> - Expressing opinions using content-area specific language }  - Presenting content-based facts that support a position } <endL>,<startL> - Stating clear sequential procedures to peers }  - Comparing data or information } <endL>,<startL> - Presenting detailed content-related information that has been rehearse }  - Stating main ideas in classroom conversations on social and academic topics } <endL>,,,
5,1,4,Expanding,<startL> - Identifying evidence that supports predictions or hypotheses }  - Differentiating between multiple points of view in class discussions } <endL>,"<startL> - Identifying precise details, descriptions, or comparisons that support conversation }  - Following oral information on how or why phenomena occur } <endL>","<startL> - Sequencing events or steps based on oral reading of informational text }  - Recognizing the language of related genres <i>(e.g., news reports, historical accounts)</i> } <endL>",<startL> - Elaborating on statements of others to extend ideas }  - Presenting creative solutions to resolve communication issues }  - Contributing ideas to co-create group responses } <endL>,,,,<startL> - Stating relevant evidence for claims }  - Responding to opinion statements of others with reasons or evidence } <endL>,"<startL> - Connecting the sequential, cyclical, or causal relationships of content-related issues and concepts }  - Presenting detailed information in small groups } <endL>",<startL> - Giving content-related oral reports }  - Sequencing steps to solve a problem } <endL>,,,
5,1,5,Bridging,<startL> - Distinguishing certainty from uncertainty of spoken words or phrases in context }  - Identifying the degree of formality in oral presentations } <endL>,"<startL> - Recognizing language used to enhance the specificity of phenomena in class discussions }  - Identifying components of systems <i>(e.g., ecosystems, branches of government)</i> in small group interactions } <endL>","<startL> - Identifying related information from multiple sources presented orally }  - Recognizing the key historical, scientific or technical language used in a mini-lecture } <endL>",<startL> - Recognizing how language can be used to express bias and influence others }  - Challenging ideas respectfully }  - Managing conversations to stay focused on a topic } <endL>,,,,<startL> - Supporting claims with evidence from various sources }  - Using claims and evidence to persuade an audience } <endL>,"<startL> - Elaborating by adding precision and details to content-related sequence or causal phenomena }  - Describing relationships of components within systems <i>(e.g., ecosystems, government)</i> } <endL>",<startL> - Conveying personal and content-related experiences in a team }  - Using technical and specific vocabulary when sharing content information } <endL>,,,
5,1,6,Reaching,<startL> - Recognizing the strength of the quality of evidence presented in oral discourse }  - Identifying the purpose of arguments } <endL>,<startL> - Interpreting the specific language used to enhance descriptions of phenomena }  - Attending to the language related to events or phenomena in peer presentations } <endL>,"<startL> - Identifying the overall structure <i>(e.g., chronology)</i> of events, ideas, concepts, or information in oral presentations }  - Differentiating similarities and differences of information presented through multimedia and written text } <endL>",<startL> - Examining the value of examples to bring clarity to statements }  - Extend conversations by developing topics with clear examples and information } <endL>,,,,<startL> - Countering with a different point of view }  - Stating conclusions based on a summary of information from the various sides } <endL>,<startL> - Analyzing how variables contribute to events or outcomes }  - Maintaining a formal register } <endL>,<startL> - Summarizing discussions on content-related topics }  - Expanding on topics with descriptive details using varied vocabulary } <endL>,,,
5,2,1,Entering,,,,,<startL> - Identifying key words and phrases of claims }  - Identifying a claim or an opinion in multimedia with a partner } <endL>,<startL> - Matching illustrated words/ phrases to causal or sequential language }  - Sequencing sentences strips to show content-area processes from illustrated texts } <endL>,<startL> - Identifying words in context during oral reading of illustrated text on familiar topics or experiences }  - Highlighting previewed or familiar phrases } <endL>,,,,<startL> - Selecting words and phrases to represent points of view using facts from illustrated text or posters }  - Using key words or phrases related to the topic } <endL>,"<startL> - Producing short-answer responses to questions using word/ phrase banks }  - Labeling charts and graphs to describe phenomena <i>(e.g., organisms in ecosystems)</i> } <endL>",<startL> - Communicating personal experiences through drawings and words }  - Reproducing a series of events through illustrated text } <endL>
5,2,2,Emerging,,,,,<startL> - Identifying language indicative of points of view }  - Organizing evidence based on sequential language in texts }  - Differentiating between claims and evidence } <endL>,"<startL> - Identifying different types of connectors <i>(e.g., first, next, because, so)</i> }  - Identifying key words and phrases that describe the topic or phenomena } <endL>",<startL> - Classifying time-related language in text as present or past }  - Identifying the 'who } <endL>,,,,<startL> - Stating reasons for particular points of view }  - Listing pros and cons of issues } <endL>,"<startL> - Using key terms related to phenomena }  - Ordering linear and cyclical sequences of phenomena <i>(e.g., the steps of how a volcano erupts)</i> } <endL>",<startL> - Listing procedural steps across content areas }  - Listing positive and negative effects of events in informational or narrative text } <endL>
5,2,3,Developing,,,,,"<startL> - Identifying evidence from multiple places within text }  - Identifying different perspectives, stances, or points of view } <endL>","<startL> - Matching causes with effects }  - Identifying words or phrases to determine the type of explanation <i>(e.g., linear sequence, cycle, system)</i> } <endL>",<startL> - Sequencing events in stories or content-related processes }  - Identifying main ideas in narrative and informational text } <endL>,,,,<startL> - Connecting reasons to opinions supported by facts and details }  - Making adjustments for audience and context } <endL>,"<startL> - Connecting related ideas or concepts using linking words and phrases }  - Answering 'how' or 'why questions <i>(e.g., 'How does the water cycle work?' 'Why are there three branches of government?')</i> } <endL>",<startL> - Using key words and phrases reflective of main ideas }  - Conveying details using concrete words and phrases } <endL>
5,2,4,Expanding,,,,,<startL> - Hypothesizing or predicting based on evidence }  - Comparing multiple points of view on a topic } <endL>,<startL> - Identifying the different words or phrases that are used to describe the same topic or phenomena }  - Organizing information on how or why phenomena occur } <endL>,<startL> - Connecting details to main ideas or themes }  - Identifying conclusions in multi-paragraph text } <endL>,,,,<startL> - Comparing and contrasting evidence for claims }  - Providing reasons and evidence which support particular points } <endL>,"<startL> - Presenting information on processes or phenomena from a variety of sources }  - Elaborating topics with facts, definitions, concrete details, or quotations and examples } <endL>","<startL> - Relating a sequence of events using a variety of transitional words, phrases, and clauses }  - Synthesizing information across related texts <i>(e.g., author study)</i> } <endL>"
5,2,5,Bridging,,,,,<startL> - Connecting personal experience with textual evidence to strengthen an interpretation of the text }  - Evaluating the strength of evidence as support for claims } <endL>,"<startL> - Identifying how text provides clear details of the topic or phenomena }  - Identifying components of systems <i>(e.g., ecosystems, government)</i> } <endL>","<startL> - Becoming familiar with the language of related genres <i>(e.g., news reports, historical accounts)</i> }  - Summarizing information from multiple related sources } <endL>",,,,"<startL> - Evaluating positive and negative implications associated with various positions <i>(e.g., historical events, scientific discoveries)</i> }  - Including evidence from multiple sources } <endL>",<startL> - Describing how factors contribute to events or outcomes }  - Describing how systems relate or interact } <endL>,<startL> - Producing content-related reports }  - Creating narratives that connect personal experiences and content } <endL>
5,2,6,Reaching,,,,,<startL> - Evaluating claims and evidence by drawing from multiple print sources }  - Differentiating from the strength of different pieces of evidence as support for claims } <endL>,<startL> - Identifying how text presents information in a factual or neutral manner }  - Evaluating the specific language used to enhance descriptions of phenomena } <endL>,"<startL> - Identifying the overall structure <i>(e.g., chronology)</i> of events, ideas, concepts, or information in text }  - Highlighting events or procedures that happened in historical, scientific, or technical text } <endL>",,,,<startL> - Organizing ideas and information logically and coherently }  - Integrating information from multiple sources to provide evidence for claims } <endL>,<startL> - Presenting information on processes or phenomena supported by facts and details in essays and reports }  - Selecting the appropriate organizational structure for the particular purpose } <endL>,<startL> - Summarizing content-related information }  - Using narrative themes to extend the storyline } <endL>
6,1,1,Entering,"<startL> - Signaling agreement or disagreement of short oral statements or questions }  - Identifying points of view <i>(e.g., first or third person)</i> from short statements } <endL>","<startL> - Matching instructional language, given orally, with visual representation <i>(e.g., 'Show me your schedule.')</i> }  - Identifying functions of content-related topics based on short oral statements reinforced visually <i>(e.g., organisms in eco","<startL> - Identifying familiar objects or places from oral statements }  - Pointing to objects, people, or places based on short oral descriptions } <endL>","<startL> - Using appropriate nonverbal behaviors to show engagement and listening }  - Contributing to conversations by sharing own work <i>(e.g., pictures, posters, graphics)</i> } <endL>",,,,<startL> - Responding yes or no to short statements or questions related to a claim }  - Expressing personal points of view (in home language and English) in support of or against a claim } <endL>,"<startL> - Comparing attributes of real-life objects with a partner }  - Showing how to solve real-world problems using symbols, numerals, graphs, or diagrams } <endL>","<startL> - Answering select Wh-questions }  - Naming and briefly describing past community or school events using visual support <i>(e.g., posters, photographs)</i> } <endL>",,,
6,1,2,Emerging,<startL> - Identifying claims from a series of oral statements }  - Identifying evidence to support claims from charts and tables } <endL>,"<startL> - Classifying content-related visuals per oral descriptions <i>(e.g., environmental v. genetic factors)</i> }  - Matching oral sentences of cause and effect to illustrations <i>(e.g., weather or climate conditions)</i> } <endL>",<startL> - Sequencing labeled visuals per oral directions }  - Identifying settings or time frames in narrative or informational scenarios read aloud } <endL>,<startL> - Inviting others to participate }  - Answering Wh-questions in conversations }  - Connecting ideas to oneÆs experiences } <endL>,,,,<startL> - Answering simple questions related to claims }  - Stating evidence to support claims (in home language and English) } <endL>,<startL> - Describing situations from modeled sentences }  - Connecting two content-related ideas that define 'how' or 'why' } <endL>,<startL> - Stating main ideas or points of classroom conversations }  - Restating details of content-related topics (in home language and English) in small groups } <endL>,,,
6,1,3,Developing,"<startL> - Illustrating claims or reasons from oral narratives }  - Identifying opposing perspectives from oral text <i>(e.g., sides in wars, regimes, or revolutions)</i> } <endL>","<startL> - Matching main ideas of familiar text read aloud with visuals }  - Showing differences between or among content-related phenomena described orally <i>(e.g., descriptive statistics)</i> } <endL>",<startL> - Matching main ideas of familiar text read aloud to visuals }  - Stating the next event in a series based on clues from narrative or informational oral texts } <endL>,<startL> - Supporting ideas with examples }  - Asking clarifying questions to demonstrate engagement }  - Generating new questions to maintain conversations } <endL>,,,,<startL> - Critiquing opposing claims }  - Evaluating the value of options in content-based situations } <endL>,"<startL> - Demonstrating how to conduct experiments, engage in processes, or solve problems with supports }  - Stating why events occur, phenomena exist, or some things happen } <endL>",<startL> - Relating a series of events by expressing time in multiple tenses }  - Connecting ideas in content-related discourse using transitions } <endL>,,,
6,1,4,Expanding,<startL> - Matching evidence to claims in oral discourse }  - Formulating opinions based on evidence presented within oral discourse } <endL>,"<startL> - Identifying relationships between people, ideas, or events in oral discourse }  - Matching complex oral descriptions to images, graphs, or formulas } <endL>",<startL> - Identifying main ideas and details in oral discourse }  - Evaluating oral presentations of peers based on criteria for success } <endL>,<startL> - Recognizing purposes of contributions in conversations }  - Demonstrating awareness of personal bias when defending oneÆs point of view } <endL>,,,,<startL> - Connecting ideas with supporting details or evidence }  - Taking stances and summarizing ideas supporting them } <endL>,"<startL> - Comparing content-related concepts }  - Connecting ideas with supporting details to show relationships <i>(e.g., charactersÆ actions to their feelings)</i> } <endL>",<startL> - Paraphrasing and summarizing content-related ideas presented orally }  - Connecting ideas with supporting details in a variety of oral venues } <endL>,,,
6,1,5,Bridging,"<startL> - Establishing connections among claims, arguments, and supporting evidence within oral discourse }  - Comparing opposing points-of-view presented within oral discourse } <endL>",<startL> - Carrying out a series of oral directions to construct mathematical or scientific models }  - Connecting details to main ideas based on extended oral discourse } <endL>,"<startL> - Categorizing details of content-related main ideas seen and heard in videos or other technologies }  - Sequencing a series of illustrated events from oral passages <i>(e.g., historical recaps)</i> } <endL>","<startL> - Building on the ideas of others }  - Listening to others with a purpose <i>(e.g., to challenge own or othersÆ ideas)</i> } <endL>",,,,<startL> - Engaging in debates on content-related topics with claims and counterclaims along with reasonable evidence }  - Defending points of view with specific claims } <endL>,"<startL> - Giving demonstrations with step-by-step details <i>(e.g., converting Fahrenheit to Celsius)</i> }  - Evaluating the significance of events, people, or phenomena in oral presentations } <endL>","<startL> - Producing oral multimedia, content-related reports based on research from multiple sources }  - Tracing the evolution of literary characters, themes, and plots from different venues <i>(e.g., digital text or video)</i> } <endL>",,,
6,1,6,Reaching,<startL> - Evaluating the soundness of opposing claims presented orally }  - Identifying bias within claims in oral discourse } <endL>,"<startL> - Evaluating main ideas and supporting details presented in diverse media and oral formats }  - Developing models from oral discourse and multimedia <i>(e.g., YouTube videos)</i> } <endL>",<startL> - Identifying key ideas expressed orally }  - Identifying new information expressed by others } <endL>,"<startL> - Presenting organized ideas and information on content topics including the use of graphics and multimedia }  - Synthesizing ideas of several speakers, posing questions, and responding with evidence, examples, and ideas } <endL>",,,,"<startL> - Paraphrasing new information expressed by others and, when warranted, modifying views or positions }  - Making presentations with multimedia components to clarify claims and emphasize salient points } <endL>","<startL> - Adapting speech to a variety of contexts and tasks <i>(e.g., use of register)</i> }  - Posing questions that connect several speakersÆ ideas and responding to othersÆ ideas } <endL>",<startL> - Restating new information expressed by others in extended speech }  - Posing questions that elicit elaboration and responding to othersÆ questions and comments } <endL>,,,
6,2,1,Entering,,,,,<startL> - Identifying words or phrases associated with topic choices }  - Classifying true from false short statements } <endL>,"<startL> - Matching content-related objects, pictures, or media to words and phrases }  - Identifying social or academic topics highlighted in text } <endL>","<startL> - Identifying responses to Wh-questions in charts or illustrated text }  - Identifying icons in graphs, charts, and environmental print related to familiar topics } <endL>",,,,"<startL> - Generating words and phrases that represent opinions <i>(e.g., 'I thinkà')</i> }  - Making lists of topic choices with peers } <endL>",<startL> - Indicating relationships by drawing and labeling content-related pictures on familiar topics }  - Describing processes or cycles by labeling diagrams and graphs } <endL>,"<startL> - Producing labeled illustrations of conclusions reached in problem-solving with a partner }  - Reproducing words and phrases related to topics <i>(e.g., including cognates)</i> } <endL>"
6,2,2,Emerging,,,,,<startL> - Distinguishing facts from opinions in text }  - Identifying features associated with content-related claims } <endL>,<startL> - Comparing ideas on the same topic in a series of simple sentences }  - Identifying how content-related phenomena relate to one another in illustrated text or media } <endL>,<startL> - Sequencing illustrated text of narrative or informational events }  - Locating main ideas in a series of simple sentences } <endL>,,,,"<startL> - Stating opinions using evaluative language related to content <i>(e.g., 'I agree. Metric is better.')</i> }  - Connecting simple sentences to form content-related ideas } <endL>","<startL> - Connecting short sentences }  - Comparing illustrated descriptions of content-related concepts <i>(e.g., mitosis v. meiosis)</i> } <endL>",<startL> - Completing sentences using word banks }  - Producing statements related to main ideas on familiar topics in home language and English } <endL>
6,2,3,Developing,,,,,<startL> - Identifying claims and the reasons for each claim }  - Identifying opposing points of view } <endL>,"<startL> - Illustrating relationships between main ideas and details in paragraphs }  - Sequencing steps or events to describe processes <i>(e.g., solving math problems)</i> } <endL>","<startL> - Identifying topic sentences, main ideas, and details in paragraphs }  - Connecting people to actions based on oral descriptions with details } <endL>",,,,<startL> - Substantiating opinions with content-related examples and evidence }  - Providing feedback to peers on language used for claims and evidence } <endL>,"<startL> - Comparing and contrasting information, events, or characters }  - Producing descriptive paragraphs around a central idea } <endL>",<startL> - Producing short paragraphs with main ideas and some details }  - Composing dialogues or blogs based on personal experiences } <endL>
6,2,4,Expanding,,,,,"<startL> - Identifying evidence to support analysis of what texts say <i>(e.g., position papers)</i> }  - Classifying pros and cons of claims and evidence presented within written texts } <endL>","<startL> - Matching content-related cause to effect in graphically-supported text }  - Highlighting text evidence that points to how systems function <i>(e.g., different forms of government)</i> } <endL>",<startL> - Ordering paragraphs in narrative and informational text }  - Identifying summaries of passages in a variety of genres } <endL>,,,,"<startL> - Crafting persuasive pieces <i>(e.g., editorials)</i> with a series of substantiated content-related claims }  - Composing scripts with protagonists and antagonists } <endL>",<startL> - Describing relationships between details or examples and supporting ideas }  - Connecting content-related themes or topics to main ideas } <endL>,<startL> - Producing content-related reports }  - Reproducing a sequence of events or experiences using transitional words } <endL>
6,2,5,Bridging,,,,,<startL> - Evaluating evidence presented in support of claims }  - Developing a stance in favor of or against claims presented within content-related text } <endL>,"<startL> - Sorting grade-level text by highlighting elements of the genre <i>(e.g., differentiating the 'how' from the 'why')</i> }  - Sequencing events based on cause and effect <i>(e.g., how machines operate)</i> } <endL>","<startL> - Sequencing main ideas, events, and conclusions in narrative and informational text }  - Matching details of content-related topics to main ideas } <endL>",,,,<startL> - Presenting opinions in persuasive essays or reports backed by content-related research }  - Justifying ideas using multiple sources } <endL>,"<startL> - Producing informational text around graphs and charts }  - Comparing content-related ideas from multiple sources in essays, reports, and narratives } <endL>",<startL> - Producing research reports using multiple sources }  - Summarizing conclusions reached from steps in problem-solving or conducting experiments } <endL>
6,2,6,Reaching,,,,,"<startL> - Identifying specific evidence to support analyses of content area text }  - Distinguishing among facts, reasoned judgment, and speculation in text } <endL>","<startL> - Comparing and contrasting information from experiments, simulations, videos, or multimedia sources with that of text on the same topics }  - Identifying factors that contribute to phenomena in explanations } <endL>","<startL> - Identifying a central idea of a text and how it is conveyed through particular details; summarizing text absent personal opinions or judgments }  - Evaluating how a central event is introduced, illustrated, and elaborated in text <i>(e.g., thro",,,,"<startL> - Introducing claims and opposing claims, along with their associated reasons and evidence }  - Closing with concluding statements or paragraphs that support claims } <endL>","<startL> - Determining two or more central ideas in text and tracing their development }  - Evaluating the interactions between individuals, events, and ideas in text <i>(e.g., how ideas influence individuals or events and the converse)</i> } <endL>","<startL> - Providing a concluding statement or section that follows from and supports the information presented }  - Conveying sequence, signaling shifts from one time frame to another, and showing the relationships among experiences and events } <endL>"
